,urgent,buy,change,sell,price,gift,search,repair,parts,synt_brand,description,city,published,expire,date_scrapped,seen
202,0,0,0,1,224,0,0,0,0,cara,cara marbles ,Madrid,2024/04/14,2024/11/15,2024/5/26,217
203,0,0,0,1,400,0,0,0,0,make noise ,pressure points + brains ,Madrid,2024/04/02,2024/06/19,2024/5/26,223
204,0,0,0,1,230,0,0,0,0,korg,korg 01 wdf ,Barcelona,2024/03/28,2024/11/17,2024/5/26,423
205,0,0,0,1,480,0,0,0,0,access,access virus b ,Madrid,2024/05/26,2024/11/19,2024/5/26,26
206,0,0,0,1,190,0,0,0,0,preenfm2,preenfm2 r5c ,Valladolid,2024/05/19,2024/11/12,2024/5/26,157
207,0,0,0,1,1000,0,0,0,0,roland,roland system 8 ,Madrid,2024/01/30,2024/06/22,2024/5/26,1472
208,0,0,0,1,350,0,0,0,0,korg,korg x5 ,Zaragoza,2024/05/19,2024/07/15,2024/5/26,124
209,0,0,0,1,330,0,0,0,0,arturia,arturia minibrute 2s - noir ,Madrid,2024/05/23,2024/11/17,2024/5/26,131
210,0,0,0,1,480,0,0,0,0,-,artruria minifreak ,Valencia,2024/05/20,2024/11/14,2024/5/26,116
211,0,0,0,1,160,0,0,0,0,korg,"korg kms-30 midi sync, clock, tape ",Madrid,2023/12/18,2024/11/16,2024/5/26,2596
212,0,0,0,1,1450,0,0,0,0,elektron,elektron machinedrum mkii + soporte ,Navarra,2024/01/03,2024/07/01,2024/5/26,1500
213,0,0,0,1,0,0,0,0,0,eurorack,"módulos eurorack make noise, intellijel, mutable instruments ",Madrid,2024/05/12,2024/11/16,2024/5/26,254
214,0,0,0,1,190,0,0,0,0,yamaha,yamaha rm1x ,Barcelona,2024/05/12,2024/11/06,2024/5/26,172
215,0,0,0,1,499,0,0,0,0,elektron,elektron digitakt con extras ,Granada,2024/05/05,2024/11/01,2024/5/26,286
216,0,0,1,0,0,0,0,0,0,custom,cartesian custom system ,Valencia,2024/05/19,2024/11/20,2024/5/26,218
217,0,0,0,1,550,0,0,0,0,-,clon del syncussion sy-1 en perfecto estado ,Barcelona,2024/05/24,2024/11/18,2024/5/26,78
218,0,0,0,1,850,0,0,0,0,moog,moog slim phatty ,Castellón,2024/05/05,2024/11/17,2024/5/26,210
219,0,0,0,1,370,0,0,0,0,leslie,leslie combo pre-amp ii 9 pines ,A Coruña,2024/02/05,2024/11/18,2024/5/26,1278
220,0,0,0,1,529,0,0,0,0,strymon,strymon magneto eurorack ,Madrid,2024/04/28,2024/11/15,2024/5/26,190
221,0,0,0,1,475,0,0,0,0,waldorf,waldorf blofled key acompañado si se quiere de un previo a válvulas ,Madrid,2024/05/19,2024/11/11,2024/5/26,199
222,0,0,0,1,6,0,0,0,0,iomega,disquetes iomega zip 100 mb nuevos y precintados ,Zaragoza,2023/12/26,2024/11/19,2024/5/26,2207
223,0,0,0,1,390,0,0,0,0,instruo,"instruo saich, oscilador cuadruple eurorack ",Madrid,2024/05/21,2024/11/19,2024/5/26,112
224,0,0,0,1,2,0,0,0,0,oxi,oxi one secuenciador ,S.C. de Tenerife, ,2024/11/12,2024/5/26,176
225,0,0,0,1,799,0,0,0,0,kurzweil,stage piano kurzweil sp6 ,Madrid,2024/05/19,2024/11/16,2024/5/26,166
226,0,0,0,1,190,0,0,0,0,eurorack,optomix v2 módulo de eurorack ,Barcelona,2024/05/21,2024/11/15,2024/5/26,76
227,0,0,0,1,160,0,0,0,0,befaco,befaco rampage ,Barcelona,2024/05/21,2024/11/15,2024/5/26,60
228,0,0,0,1,500,0,0,0,0,akai,akai s6000 ,Madrid,2024/05/19,2024/11/10,2024/5/26,153
